url_path,views_total,views_unique
/maziggy/bambuddy,7307,4560
/maziggy/bambuddy/issues,1227,398
/maziggy/bambuddy/releases,524,268
/maziggy/bambuddy/pulls,302,122
/maziggy/bambuddy/releases/tag/v0.2.4.7,282,211
/maziggy/bambuddy/releases/tag/v0.2.4.6,219,159
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,176,162
/maziggy/bambuddy/blob/main/docker-compose.yml,141,97
/maziggy/bambuddy/blob/main/slicer-api/README.md,131,88
/maziggy/bambuddy/tree/main/slicer-api,131,70
