url_path,views_total,views_unique
/maziggy/bambuddy,5047,2940
/maziggy/bambuddy/issues,1166,315
/maziggy/bambuddy/releases,474,262
/maziggy/bambuddy/pulls,253,102
/maziggy/bambuddy/releases/tag/v0.2.4.7,236,176
/maziggy/bambuddy/releases/tag/v0.2.4.8,146,120
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,127,115
/maziggy/bambuddy/blob/main/docker-compose.yml,124,87
/maziggy/bambuddy/blob/main/slicer-api/README.md,109,75
/maziggy/bambuddy/tree/main,101,72
