url_path,views_total,views_unique
/maziggy/bambuddy,5705,3276
/maziggy/bambuddy/issues,1396,390
/maziggy/bambuddy/releases,480,268
/maziggy/bambuddy/pulls,309,125
/maziggy/bambuddy/releases/tag/v0.2.4.5,229,165
/maziggy/bambuddy/releases/tag/v0.2.4.6,212,157
/maziggy/bambuddy/tree/main/slicer-api,151,82
/maziggy/bambuddy/blob/main/docker-compose.yml,135,91
/maziggy/bambuddy/stargazers,127,3
/maziggy/bambuddy/blob/main/slicer-api/README.md,125,84
