url_path,views_total,views_unique
/maziggy/bambuddy,7133,4377
/maziggy/bambuddy/issues,1282,395
/maziggy/bambuddy/releases,539,267
/maziggy/bambuddy/pulls,324,120
/maziggy/bambuddy/releases/tag/v0.2.4.7,249,186
/maziggy/bambuddy/releases/tag/v0.2.4.6,216,158
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,164,151
/maziggy/bambuddy/blob/main/docker-compose.yml,137,96
/maziggy/bambuddy/stargazers,137,2
/maziggy/bambuddy/blob/main/slicer-api/README.md,127,89
