url_path,views_total,views_unique
/maziggy/bambuddy,6040,3567
/maziggy/bambuddy/issues,1408,402
/maziggy/bambuddy/releases,495,271
/maziggy/bambuddy/pulls,316,130
/maziggy/bambuddy/releases/tag/v0.2.4.5,230,165
/maziggy/bambuddy/releases/tag/v0.2.4.6,213,157
/maziggy/bambuddy/tree/main/slicer-api,144,80
/maziggy/bambuddy/blob/main/docker-compose.yml,135,94
/maziggy/bambuddy/stargazers,128,3
/maziggy/bambuddy/blob/main/slicer-api/README.md,126,85
