url_path,views_total,views_unique
/maziggy/bambuddy,3603,1623
/maziggy/bambuddy/issues,1483,250
/maziggy/bambuddy/pulls,642,93
/maziggy/bambuddy/releases,476,202
/maziggy/bambuddy/releases/tag/v0.2.3.2,151,124
/maziggy/bambuddy/pull/1063,120,9
/maziggy/bambuddy/pull/1114,111,21
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,103,99
/maziggy/bambuddy/commits/dev,103,11
/maziggy/bambuddy/tree/dev,98,26
