url_path,views_total,views_unique
/maziggy/bambuddy,7121,4418
/maziggy/bambuddy/issues,1303,400
/maziggy/bambuddy/releases,521,273
/maziggy/bambuddy/releases/tag/v0.2.4.7,318,235
/maziggy/bambuddy/pulls,287,116
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,173,159
/maziggy/bambuddy/blob/main/docker-compose.yml,145,104
/maziggy/bambuddy/tree/main/install,122,107
/maziggy/bambuddy/tree/main,122,92
/maziggy/bambuddy/blob/main/slicer-api/README.md,115,85
