url_path,views_total,views_unique
/maziggy/bambuddy,3275,1610
/maziggy/bambuddy/issues,1068,234
/maziggy/bambuddy/releases,444,190
/maziggy/bambuddy/pulls,424,92
/maziggy/bambuddy/pull/1114,96,20
/maziggy/bambuddy/blob/main/docker-compose.yml,95,60
/maziggy/bambuddy/tree/dev,86,25
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,85,82
/maziggy/bambuddy/releases/tag/v0.2.4b1,82,67
/maziggy/bambuddy/commits/dev,68,15
