url_path,views_total,views_unique
/maziggy/bambuddy,3973,2212
/maziggy/bambuddy/issues,1063,290
/maziggy/bambuddy/releases,427,245
/maziggy/bambuddy/releases/tag/v0.2.4.8,262,200
/maziggy/bambuddy/pulls,193,98
/maziggy/bambuddy/releases/tag/v0.2.4.7,120,95
/maziggy/bambuddy/blob/main/docker-compose.yml,114,78
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,96,87
/maziggy/bambuddy/blob/main/slicer-api/README.md,96,70
/maziggy/bambuddy/tree/main,82,56
