url_path,views_total,views_unique
/maziggy/bambuddy,3863,2116
/maziggy/bambuddy/issues,1035,279
/maziggy/bambuddy/releases,432,248
/maziggy/bambuddy/releases/tag/v0.2.4.8,284,213
/maziggy/bambuddy/pulls,187,92
/maziggy/bambuddy/blob/main/docker-compose.yml,117,78
/maziggy/bambuddy/releases/tag/v0.2.4.7,108,84
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,92,83
/maziggy/bambuddy/blob/main/slicer-api/README.md,89,67
/maziggy/bambuddy/tree/main,76,52
